dataset,domain,method,seed,role,class_name,native_AP50,AP50,AP50_percent,status,precision,evidence
DIOR,brightness,B,44,ema,airport,0.014,0.014,1.4000000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,baseballfield,0.491,0.491,49.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,basketballcourt,0.29,0.29,28.999999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,bridge,0.107,0.107,10.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,chimney,0.352,0.352,35.199999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,expressway-service-area,0.225,0.225,22.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,expressway-toll-station,0.149,0.149,14.899999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,golffield,0.121,0.121,12.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,groundtrackfield,0.222,0.222,22.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,harbor,0.132,0.132,13.200000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,overpass,0.155,0.155,15.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,ship,0.667,0.667,66.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,stadium,0.195,0.195,19.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,storagetank,0.349,0.349,34.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,tenniscourt,0.534,0.534,53.400000000000006,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,trainstation,0.128,0.128,12.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,vehicle,0.275,0.275,27.500000000000004,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,ema,windmill,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,airplane,0.297,0.297,29.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,airport,0.014,0.014,1.4000000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,baseballfield,0.505,0.505,50.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,basketballcourt,0.324,0.324,32.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,bridge,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,chimney,0.332,0.332,33.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,expressway-service-area,0.223,0.223,22.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,expressway-toll-station,0.13,0.13,13.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,golffield,0.097,0.097,9.700000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,groundtrackfield,0.218,0.218,21.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,harbor,0.061,0.061,6.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,overpass,0.149,0.149,14.899999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,ship,0.667,0.667,66.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,stadium,0.217,0.217,21.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,storagetank,0.301,0.301,30.099999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,tenniscourt,0.554,0.554,55.400000000000006,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,trainstation,0.067,0.067,6.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,vehicle,0.277,0.277,27.700000000000003,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B,44,student,windmill,0.102,0.102,10.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,airplane,0.346,0.346,34.599999999999994,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,airport,0.021,0.021,2.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,baseballfield,0.488,0.488,48.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,basketballcourt,0.295,0.295,29.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,bridge,0.108,0.108,10.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,chimney,0.375,0.375,37.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,expressway-service-area,0.225,0.225,22.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,expressway-toll-station,0.135,0.135,13.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,golffield,0.11,0.11,11.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,groundtrackfield,0.222,0.222,22.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,harbor,0.107,0.107,10.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,overpass,0.157,0.157,15.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,ship,0.667,0.667,66.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,stadium,0.2,0.2,20.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,storagetank,0.351,0.351,35.099999999999994,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,tenniscourt,0.534,0.534,53.400000000000006,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,trainstation,0.132,0.132,13.200000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,vehicle,0.277,0.277,27.700000000000003,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,42,ema,windmill,0.089,0.089,8.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,airplane,0.345,0.345,34.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,airport,0.016,0.016,1.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,baseballfield,0.489,0.489,48.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,basketballcourt,0.294,0.294,29.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,bridge,0.107,0.107,10.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,chimney,0.379,0.379,37.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,expressway-service-area,0.214,0.214,21.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,expressway-toll-station,0.136,0.136,13.600000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
DIOR,brightness,B_REG,43,ema,golffield,0.116,0.116,11.600000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt
